CustomerKey,Gender,Name,City,State Code,State,ZipCode,Country,Continent,Birthday
257031,Female,Raquel Coughlan,SACKVILLE,NS,Nova Scotia,B4E 2R3,Canada,North America,1998-05-23
257225,Male,Samuel Oubre,OAKVILLE,ON,Ontario,L6J 4Z3,Canada,North America,1936-03-13
257471,Male,Simon Moten,THUNDER BAY,ON,Ontario,P7E 1J5,Canada,North America,1976-01-25
257642,Female,Sandra Fernandez,TORONTO,ON,Ontario,M5T 1T4,Canada,North America,1955-03-07
258135,Female,Holly Cooper,CONTRECOEUR,QC,Quebec,J0L 1C0,Canada,North America,2001-05-02
258236,Male,Jon Kelsey,TORONTO,ON,Ontario,M1L 3K7,Canada,North America,1973-07-28
258316,Male,Sean Borunda,VERNON,BC,British Columbia,V1T 6N1,Canada,North America,1965-04-30
258429,Female,Julia Woods,MONTREAL,QC,Quebec,H3B 4W8,Canada,North America,1944-04-26
258702,Male,Joshua Anderson,MONTREAL,QC,Quebec,H3B 2M3,Canada,North America,1978-05-02
259102,Female,Traci McIntyre,WATERDOWN,ON,Ontario,L8G 3R4,Canada,North America,1956-02-22
259221,Female,Josephine Hudson,REGINA,SK,Saskatchewan,S4S 2R3,Canada,North America,1983-09-02
259407,Male,Aaron Johnson,TORONTO,ON,Ontario,M4W 1J7,Canada,North America,1971-03-06
259411,Female,Mary Eddins,LISTOWEL,ON,Ontario,N4W 2H8,Canada,North America,1984-10-26
259457,Male,Nicholas Gordon,VICTORIA,BC,British Columbia,V8W 2H9,Canada,North America,1982-07-09
259615,Male,James Gunter,TERRACE,BC,British Columbia,V8G 1S2,Canada,North America,1987-12-08
259651,Male,Jae Conwell,LIVERPOOL,NS,Nova Scotia,B0T 1K0,Canada,North America,1999-10-05
259681,Female,Jane Dildy,HUNTSVILLE,ON,Ontario,P0A 1K0,Canada,North America,1939-05-29
259842,Female,Jonell Beauford,NEWMARKET,ON,Ontario,L3Y 2A3,Canada,North America,1977-07-21
260002,Female,Marjorie Valero,MALTON,ON,Ontario,L4T 1A8,Canada,North America,1999-12-08
260031,Male,Clarence Fulford,SECHELT,BC,British Columbia,V0N 3A0,Canada,North America,1936-11-15
260206,Male,Gregory Albritton,TORONTO,ON,Ontario,M4P 1A6,Canada,North America,1963-05-04
260373,Male,Orlando Mayo,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1945-12-24
260521,Female,Mary Flowers,ST CATHARINES,ON,Ontario,L2N 1S8,Canada,North America,1998-11-30
260889,Male,Lynn Fifer,ORILLIA,ON,Ontario,L3V 1T4,Canada,North America,1965-11-28
261059,Male,Jim Smith,TORONTO,ON,Ontario,M5H 1P6,Canada,North America,1946-05-24
261086,Female,Beverly Hirth,ST CATHARINES,ON,Ontario,L2S 3A1,Canada,North America,1965-03-21
261099,Female,Karen Watson,CALGARY,AB,Alberta,T2E 6J8,Canada,North America,1955-08-24
261111,Male,Edward Harkins,OTTAWA,ON,Ontario,K1P 5J4,Canada,North America,1966-09-01
261122,Male,Mike Defilippo,ETZIKOM,AB,Alberta,T0K 0W0,Canada,North America,1979-01-21
261199,Female,Zelda Sessoms,NEW WESTMINSTER,BC,British Columbia,V3L 3C1,Canada,North America,1981-04-12
261256,Male,Marcus Johnson,TORONTO,ON,Ontario,M8V 3B6,Canada,North America,1990-04-03
261272,Female,Alice Poe,CONCESSION,NS,Nova Scotia,B0W 1M0,Canada,North America,1975-05-30
261275,Female,Pamela Solomon,MALTON,ON,Ontario,L5T 2B7,Canada,North America,2001-02-21
261295,Female,Sandra Iglesias,WINDSOR,ON,Ontario,N9A 1H9,Canada,North America,1958-03-20
261356,Male,Thomas Mull,SASKATOON,SK,Saskatchewan,S7K 1W8,Canada,North America,1991-11-18
261498,Female,Josephine Guillotte,PENTICTON,BC,British Columbia,V2A 2T6,Canada,North America,1947-04-04
261558,Male,Donald Burke,CALGARY,AB,Alberta,T2V 2W2,Canada,North America,1971-06-20
261669,Male,Jason Lukasik,CLEARWATER,BC,British Columbia,V0E 1N0,Canada,North America,1979-04-04
261686,Male,Francis Parker,LADYSMITH,BC,British Columbia,V0R 1E0,Canada,North America,1976-03-18
261840,Male,Thomas Lim,CALGARY,AB,Alberta,T2T 0C6,Canada,North America,1974-04-15
261910,Male,Donald Li,OTTAWA,ON,Ontario,K2H 5B6,Canada,North America,1980-05-31
262037,Female,Patricia Johnson,STIRLING,AB,Alberta,T0K 2E0,Canada,North America,1980-12-11
262050,Female,Misty Hedgepeth,VILLE LE GARDEUR,QC,Quebec,J5Z 1R6,Canada,North America,1945-06-07
262052,Female,Jean Egbert,TROIS RIVIERES,QC,Quebec,G9A 5S8,Canada,North America,1936-12-11
262089,Female,Dianna Vosburg,TORONTO,ON,Ontario,M8V 3B6,Canada,North America,1983-04-12
262393,Female,Yetta Whitaker,VICTORIA,BC,British Columbia,V8R 5A7,Canada,North America,1949-10-18
262645,Female,Rachael Lawson,BELLEVILLE,ON,Ontario,K8N 4Z5,Canada,North America,1952-07-17
262761,Male,Adam Perez,PORT HOPE,ON,Ontario,L1A 1N4,Canada,North America,1965-04-23
262788,Male,Marc Rupert,HESPELER,ON,Ontario,N3C 1H3,Canada,North America,1938-05-21
262802,Female,Mozelle Orth,LONDON,ON,Ontario,N6B 3L5,Canada,North America,1994-03-14
262821,Female,Gina Lucas,CHARLOTTETOWN,NS,Nova Scotia,C1A 5T1,Canada,North America,1992-08-18
262871,Male,Roy Le,MERRICKVILLE,ON,Ontario,K0G 1N0,Canada,North America,1981-04-07
263011,Male,Paul Wahl,CAMBRIDGE BAY,NT,Northwest Territories,X0E 0C0,Canada,North America,1980-08-12
263308,Male,Theodore Hickey,BRANTFORD,ON,Ontario,N3R 7W5,Canada,North America,1978-10-17
263373,Male,Daniel Shirey,LETHBRIDGE,AB,Alberta,T1J 2J7,Canada,North America,1990-08-15
263446,Male,Micheal Harms,THUNDER BAY,ON,Ontario,P7A 4T3,Canada,North America,1958-07-26
263808,Female,Catherine Guidry,JANSEN,SK,Saskatchewan,S4P 3Y2,Canada,North America,1942-09-14
264228,Female,Dorothy Key,MONTREAL,QC,Quebec,S4P 3Y2,Canada,North America,1982-12-04
264451,Female,Elizabeth Lovell,NORTH VANCOUVER,BC,British Columbia,V5T 2C1,Canada,North America,1986-01-27
264515,Female,Frances Hale,KELOWNA,BC,British Columbia,V1Y 8H2,Canada,North America,1937-09-09
264632,Female,Patricia Steeves,SALMO,BC,British Columbia,V0G 1Z0,Canada,North America,1955-06-10
264640,Male,Roscoe Becker,TORONTO,ON,Ontario,M2N 2G8,Canada,North America,1993-07-17
264718,Female,Rebecca Scheffel,DECKER LAKE,BC,British Columbia,V0J 1E0,Canada,North America,1935-08-22
264866,Female,Shantell Freeman,COURTENAY,BC,British Columbia,V9N 2J6,Canada,North America,1955-07-19
265007,Male,John Clark,TORONTO,ON,Ontario,M5H 1P6,Canada,North America,1950-01-07
265326,Male,Hassan Taylor,EDMONTON,AB,Alberta,T5J 2R4,Canada,North America,1938-03-23
265483,Female,Patricia Mitchell,BROCKVILLE,ON,Ontario,K6V 4X4,Canada,North America,2001-07-15
265593,Male,Fred Eddy,SASKATOON,SK,Saskatchewan,S7K 1W8,Canada,North America,1980-04-20
265598,Male,Tyler Vaught,LONDON,ON,Ontario,N5W 5K6,Canada,North America,1971-03-23
265666,Male,Amos Gibbs,PORT HARDY,BC,British Columbia,V0N 2P0,Canada,North America,1953-01-15
265704,Male,Donald Velez,CALGARY,AB,Alberta,T2V 2W2,Canada,North America,1979-05-16
265712,Female,Margarita Blumberg,TORONTO,ON,Ontario,M9V 2X5,Canada,North America,1939-07-01
265807,Male,Jason Elgin,HAMILTON,ON,Ontario,L9H 1E6,Canada,North America,1955-10-25
265825,Female,Beatrice Figueroa,OSHAWA,ON,Ontario,S4P 3Y2,Canada,North America,1971-07-29
265864,Male,Alan Depasquale,GRAND CENTRE,AB,Alberta,T0A 1T0,Canada,North America,1951-12-24
266019,Female,Joan Roche,RED DEER,AB,Alberta,T4N 2A6,Canada,North America,1962-08-24
266212,Male,Anthony Taulbee,MONTREAL,QC,Quebec,H3B 4W8,Canada,North America,1975-04-22
266254,Female,Gina Ward,CALGARY,AB,Alberta,T2P 0H3,Canada,North America,1965-03-13
266399,Male,Robert Wagner,FORT VERMILION,AB,Alberta,T0H 1N0,Canada,North America,1999-05-15
266492,Female,Glenn Valdez,CALGARY,AB,Alberta,T2P 2V7,Canada,North America,1948-08-02
266658,Male,David Lee,INNERKIP,ON,Ontario,N0J 1M0,Canada,North America,1987-08-18
267168,Female,Christene Tarter,DUBREUILVILLE,ON,Ontario,P0S 1B0,Canada,North America,1990-12-06
267235,Female,Glenna Johnson,TORONTO,ON,Ontario,M5T 1T4,Canada,North America,1973-04-10
267544,Male,Samuel Hallock,TORONTO,ON,Ontario,M5H 1P6,Canada,North America,1957-08-16
267561,Male,Matthew Mallette,SARNIA,ON,Ontario,N7T 4C8,Canada,North America,2001-05-31
267691,Male,Michael Wilson,REGINA,SK,Saskatchewan,S4S 2R3,Canada,North America,1937-11-18
268251,Male,Richard O'Neill,SURREY,BC,British Columbia,V3T 1Y8,Canada,North America,1942-10-05
268465,Male,Elton Altieri,BLEZARD VALLEY,ON,Ontario,P0M 1E0,Canada,North America,2001-05-14
268520,Female,Stephanie Manning,LETHBRIDGE,AB,Alberta,T1J 0J9,Canada,North America,1935-11-21
268540,Female,Jennie Wilkins,BALFOUR,BC,British Columbia,V0G 1C0,Canada,North America,1993-01-20
268575,Male,Daniel Estrada,MONTREAL,QC,Quebec,H3K 2C3,Canada,North America,1986-11-08
268628,Female,Allison Folk,PARRY SOUND,ON,Ontario,P2A 1W8,Canada,North America,1973-03-24
268745,Male,Freddy Howell,STONEWALL,MB,Manitoba,R0C 2Z0,Canada,North America,1954-08-11
268787,Female,Joyce Hague,ROSETOWN,SK,Saskatchewan,S0L 2V0,Canada,North America,1955-04-01
268815,Female,Joyce Sunseri,OSHAWA,ON,Ontario,S4P 3Y2,Canada,North America,1990-04-23
268820,Female,Patrice Morillo,SASKATOON,SK,Saskatchewan,S7K 1W8,Canada,North America,1945-05-11
268913,Female,Mary Dias,CALGARY,AB,Alberta,T2V 2W2,Canada,North America,1937-04-14
269052,Female,Carmela Shroyer,HAUTERIVE,QC,Quebec,G5C 1M1,Canada,North America,1979-08-06
269337,Male,Eddie Morejon,ROLLET,QC,Quebec,J0Z 3J0,Canada,North America,1995-10-24
269340,Male,Gary Anderson,OYSTER RIVER,BC,British Columbia,V9W 5N0,Canada,North America,1935-03-18
269370,Male,Andres Swain,EDMONTON,AB,Alberta,T5J 3N6,Canada,North America,1955-03-17
269414,Female,Laura Maxwell,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1968-01-09
269713,Female,Jill Fitzpatrick,BEACHBURG,ON,Ontario,K0J 1C0,Canada,North America,1982-07-29
269879,Male,Felipe Neumann,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1992-03-26
270034,Female,Geraldine Gilmore,HEMLOCK VALLEY,BC,British Columbia,V0M 1A0,Canada,North America,1990-10-10
270320,Male,Wayne Meli,VAL DES BOIS,QC,Quebec,J0X 3C0,Canada,North America,1950-08-02
270359,Male,Jean Gutierrez,LONGUEUIL,QC,Quebec,J4H 1M3,Canada,North America,1998-12-10
270462,Female,Michelle Swinson,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1949-04-08
270509,Male,Bradley Stokes,CRANBROOK,BC,British Columbia,V1C 2R9,Canada,North America,1995-05-20
270614,Female,Janice Lenox,GUELPH,ON,Ontario,N1H 2W8,Canada,North America,1971-03-12
270633,Male,Michael Blackmon,SECHELT,BC,British Columbia,V0N 3A0,Canada,North America,1975-09-25
270682,Female,Joan Snyder,TORONTO,ON,Ontario,M2J 3T7,Canada,North America,1982-06-26
270736,Male,Raymond Lacy,TORONTO,ON,Ontario,M2J 3T7,Canada,North America,1944-04-10
270917,Male,Paul Sadler,DRAYTON VALLEY,AB,Alberta,T0E 0M0,Canada,North America,1993-07-08
271065,Female,Henrietta Klein,WAWA,ON,Ontario,P0S 1K0,Canada,North America,1993-10-25
271122,Female,Tabatha Dowdy,ST JEROME,QC,Quebec,J7Z 4V1,Canada,North America,1996-08-06
271155,Female,Monika Ward,VANCOUVER,BC,British Columbia,V6C 1B4,Canada,North America,1959-06-15
271212,Female,Deborah Wahl,OTTAWA,ON,Ontario,K1Z 7B5,Canada,North America,1993-01-01
271355,Male,Henry Felker,TORONTO,ON,Ontario,M1E 3T8,Canada,North America,1967-01-19
271416,Female,Jasmine Heintz,TROIS RIVIERES,QC,Quebec,G9A 1V7,Canada,North America,1954-06-10
271760,Male,Alan Youngberg,OTTAWA,ON,Ontario,K1Z 7B5,Canada,North America,1975-03-04
271825,Female,Denice Major,OAKVILLE,ON,Ontario,L6J 3X4,Canada,North America,1984-05-10
271865,Male,Mark Foster,BRAMPTON,ON,Ontario,L6W 1Z2,Canada,North America,1984-02-10
271916,Female,Catherine Davis,HEARST,ON,Ontario,P0L 1N0,Canada,North America,1965-07-22
271994,Male,Ernest Hunter,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1957-12-25
272087,Female,Andrea Higgins,THORBURN,NS,Nova Scotia,B0K 1W0,Canada,North America,1964-10-12
272146,Female,Deborah Harmon,BEAUHARNOIS,QC,Quebec,J6N 1W6,Canada,North America,1950-07-19
272295,Male,Seth Abel,TORONTO,ON,Ontario,M4P 1A6,Canada,North America,1960-08-25
272362,Male,Robert Kelley,SILVER VALLEY,AB,Alberta,T0H 3E0,Canada,North America,1958-10-20
272462,Female,Elisa Robinson,VANCOUVER,BC,British Columbia,V6B 3K9,Canada,North America,1968-02-27
272601,Male,Brian Manning,TORONTO,ON,Ontario,M8V 3B6,Canada,North America,1991-02-22
272662,Female,Helen West,GRANBY,QC,Quebec,J2G 4W7,Canada,North America,1998-04-08
272681,Male,James Head,TORONTO,ON,Ontario,M3H 4J1,Canada,North America,2000-03-19
272828,Male,John Thomas,NORTH BATTLEFORD,SK,Saskatchewan,S9A 2X5,Canada,North America,1937-06-19
272995,Male,Kenneth Kwiatkowski,TORONTO,ON,Ontario,M4P 1A6,Canada,North America,1999-04-01
273404,Female,Kristina Abbey,OTTAWA,ON,Ontario,K1P 5M7,Canada,North America,1981-05-01
273661,Female,Valerie Oddo,FILLMORE,SK,Saskatchewan,S4P 3Y2,Canada,North America,1952-06-21
273887,Male,James Davidson,DORVAL,QC,Quebec,H9S 3J7,Canada,North America,1968-06-11
273939,Female,Jennifer Clayborn,WINDSOR,ON,Ontario,N8Y 4V1,Canada,North America,1976-09-18
274446,Female,Rose Hunt,REGINA,SK,Saskatchewan,S4S 2R3,Canada,North America,1996-06-06
274692,Male,Neil Smith,TORONTO,ON,Ontario,M4P 1A6,Canada,North America,1968-01-10
274765,Female,Linda Myers,GRANDE PRAIRIE,AB,Alberta,T8V 0S1,Canada,North America,1947-11-28
274778,Male,Jan Linneman,REGINA,SK,Saskatchewan,S4S 2R3,Canada,North America,1972-11-06
274967,Female,Tammi Crimmins,VICTORIA,BC,British Columbia,V8R 5A7,Canada,North America,1943-02-14
275137,Female,Lois Lanier,TORONTO,ON,Ontario,M9N 1G4,Canada,North America,1967-03-09
275140,Female,Dana Snider,LISTOWEL,ON,Ontario,N4W 2H8,Canada,North America,1967-07-27
275227,Female,Edna Berry,OTTAWA,ON,Ontario,K1Z 7B5,Canada,North America,1944-06-20
275615,Female,Kathleen Castleberry,TORONTO,ON,Ontario,M6E 1R1,Canada,North America,1991-04-20
275718,Female,Barbara Morris,TORONTO,ON,Ontario,M5J 2R8,Canada,North America,1952-04-27
275830,Male,Cecil Conn,ST AGAPIT,QC,Quebec,H0H 0H0,Canada,North America,1978-02-15
275930,Male,Wesley Hensler,TORONTO,ON,Ontario,M1S 1T4,Canada,North America,1960-10-04
276050,Male,Michael Burr,OTTAWA,ON,Ontario,K1Z 7B5,Canada,North America,1973-02-06
276051,Male,Antione Johnson,TORONTO,ON,Ontario,M4P 1A6,Canada,North America,1964-09-09
276091,Female,Cornelia Hensley,TORONTO,ON,Ontario,M5J 2N8,Canada,North America,1965-12-15
276098,Female,Stephanie Ziebarth,EDSON,AB,Alberta,T7E 1V0,Canada,North America,1968-12-16
276108,Male,Ali Mahlum,SURREY,BC,British Columbia,V3T 4Y5,Canada,North America,1949-06-19
276205,Female,Rhonda Armstrong,LA BAIE,QC,Quebec,G7B 1P3,Canada,North America,1943-04-01
276325,Male,Heriberto Taylor,TORONTO,ON,Ontario,M5H 1P6,Canada,North America,1983-11-26
276836,Female,Susan Jacoby,ELK LAKE,ON,Ontario,P0J 1G0,Canada,North America,1941-09-04
276895,Female,Andrea Weiland,TORONTO,ON,Ontario,M8V 3B6,Canada,North America,1969-06-03
276906,Male,Jon Oliver,FRANCOIS LAKE,BC,British Columbia,V0J 1E0,Canada,North America,1965-06-07
276912,Female,Antonia Chavis,TORONTO,ON,Ontario,M4W 1J7,Canada,North America,1936-01-31
277015,Male,Robert Ellefson,VANCOUVER,BC,British Columbia,V6B 3K9,Canada,North America,1957-04-09
277189,Female,Edith Williams,FUGEREVILLE,QC,Quebec,J0Z 2A0,Canada,North America,1963-09-28
277215,Male,Charles Black,PETERBOROUGH,ON,Ontario,K9H 2L1,Canada,North America,1949-03-11
277538,Male,James George,QUEBEC,QC,Quebec,G1P 4R5,Canada,North America,1938-07-06
277808,Male,David Johnson,ALLAN,SK,Saskatchewan,S4P 3Y2,Canada,North America,1941-09-19
277906,Male,John Miller,SURREY,BC,British Columbia,V3T 4Y5,Canada,North America,1963-09-03
277915,Male,Jeff Montalvo,PRIDDIS,AB,Alberta,T0L 1W0,Canada,North America,1936-07-18
278255,Female,Elizabeth Skinner,QUESNEL,BC,British Columbia,V2J 2R5,Canada,North America,1963-02-07
278518,Female,Janet Woods,CALGARY,AB,Alberta,T2W 4H7,Canada,North America,1968-01-25
278544,Male,Harold Meadors,MALTON,ON,Ontario,L4T 1A8,Canada,North America,1961-12-29
278568,Male,Billy Henderson,MONTREAL,QC,Quebec,H2A 2Z3,Canada,North America,1990-03-13
278695,Male,Reginald Juarez,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1941-04-22
278787,Female,Nancy Mendoza,CALGARY,AB,Alberta,T2P 0H3,Canada,North America,1939-01-21
278979,Female,Angela Turner,KINDERSLEY,SK,Saskatchewan,S4P 3Y2,Canada,North America,1944-06-15
279068,Male,Timothy Carter,TECUMSEH,ON,Ontario,N8N 1L7,Canada,North America,1954-01-23
279223,Male,Rudy Bond,VANCOUVER,BC,British Columbia,V6B 1E1,Canada,North America,1955-08-04
279240,Male,Charles Griffin,BELLEVILLE,ON,Ontario,K8N 1L9,Canada,North America,1949-11-02
279486,Female,Susie Boyd,TORONTO,ON,Ontario,M2J 3T7,Canada,North America,1967-02-01
279490,Female,Bonnie Handy,HEPBURN,SK,Saskatchewan,S4P 3Y2,Canada,North America,1968-09-01
280023,Female,Cleo McNair,TORONTO,ON,Ontario,M3J 2J1,Canada,North America,1984-05-30
280183,Female,Julia Bradley,TORONTO,ON,Ontario,M2N 2G8,Canada,North America,1977-07-24
280277,Male,Sam Rodriguez,ORANGEVILLE,ON,Ontario,L9W 2C8,Canada,North America,1979-06-24
280305,Male,John Dyson,BAIE ST PAUL,QC,Quebec,G0A 1B0,Canada,North America,1998-06-27
280641,Female,Una Ortega,EDMONTON,AB,Alberta,T5J 3N6,Canada,North America,1941-09-22
281008,Male,Curt Mills,MA-ME-O-BEACH,AB,Alberta,T0C 1X0,Canada,North America,1988-01-12
281485,Male,Christopher Brown,TORONTO,ON,Ontario,M5T 1T4,Canada,North America,1971-08-02
281546,Male,Harry Montgomery,BRANTFORD,ON,Ontario,N3T 2Z8,Canada,North America,1991-02-27
281553,Female,Marissa Gay,MALTON,ON,Ontario,L4T 1A9,Canada,North America,1974-01-22
281638,Female,Gloria Parkinson,OTTAWA,ON,Ontario,K2P 0K1,Canada,North America,1961-02-03
281675,Male,Larry King,TURNER VALLEY,AB,Alberta,T0L 2A0,Canada,North America,1986-04-18
282061,Male,Philip McKenna,TORONTO,ON,Ontario,M4W 1J7,Canada,North America,1942-05-01
282098,Female,Alfredia Mack,TORONTO,ON,Ontario,M3B 2W6,Canada,North America,1989-01-16
282188,Female,Victoria Gardner,GUIGUES,QC,Quebec,J0Z 2S0,Canada,North America,1961-02-12
282556,Female,Georgia Hewitt,ELLIOT LAKE,ON,Ontario,P5A 1X5,Canada,North America,1963-05-31
282615,Female,Denise Paul,BALFOUR,BC,British Columbia,V0G 1C0,Canada,North America,1974-12-20
282634,Male,Louis Miller,HUBBARDS,NS,Nova Scotia,B3K 5M1,Canada,North America,1985-09-09
282724,Female,Sharon Bartlow,CALGARY,AB,Alberta,T2P 1M6,Canada,North America,1999-03-25
283228,Male,William Richarson,BAIE DES SABLES,QC,Quebec,G0J 1C0,Canada,North America,1942-06-22
283301,Female,Mary Pino,CARGILL,ON,Ontario,N0G 1J0,Canada,North America,1961-08-03
283594,Male,Leonard Mone,SANMAUR,QC,Quebec,G0X 3R0,Canada,North America,2000-10-31
283685,Male,James Arteaga,SASKATOON,SK,Saskatchewan,S7K 1W8,Canada,North America,1950-09-15
283716,Male,Larry Griffin,BRANTFORD,ON,Ontario,N3R 7W5,Canada,North America,1996-05-27
283837,Male,Allen Lau,RIVIERE DU LOUP,QC,Quebec,G5R 3E9,Canada,North America,1939-05-18
283869,Male,Terry Alexander,VANCOUVER,BC,British Columbia,V6B 3K9,Canada,North America,1997-07-08
283881,Female,Tara Carranza,TORONTO,ON,Ontario,M4K 1A6,Canada,North America,1978-10-24
283894,Male,John Combs,MONTREAL,QC,Quebec,H3K 2C3,Canada,North America,1973-07-11
283982,Female,Elizabeth Lewandowski,CADILLAC,QC,Quebec,J0Y 1C0,Canada,North America,1995-01-19
284037,Male,Daniel Brink,CHICOUTIMI,QC,Quebec,G7G 2S4,Canada,North America,1977-05-11
284118,Female,Terri Nelson,OYEN,AB,Alberta,T0J 2J0,Canada,North America,1994-11-20
284243,Female,Ruth Baggett,THUNDER BAY,ON,Ontario,P7A 4T3,Canada,North America,1999-03-28
284346,Male,Aaron Larry,CALGARY,AB,Alberta,T2P 1M6,Canada,North America,1952-10-10
284579,Male,Michael Moore,HAMILTON,ON,Ontario,L9H 1E6,Canada,North America,1992-11-01
284628,Female,Marina Swann,SETON PORTAGE,BC,British Columbia,V0N 3C0,Canada,North America,1987-10-26
284716,Male,Charles Glenn,GEORGETOWN,ON,Ontario,L7G 4S3,Canada,North America,1994-09-15
284942,Male,Christopher Kuhn,TORONTO,ON,Ontario,M4P 1A6,Canada,North America,1957-08-30
285106,Female,Virgie Porter,BURFORD,ON,Ontario,N0E 1A0,Canada,North America,1998-08-18
285254,Male,Walter Barker,RAWDON,QC,Quebec,J0K 1S0,Canada,North America,1972-02-20
285421,Male,Tyrone Bailey,LLOYDMINSTER,AB,Alberta,T9V 0L9,Canada,North America,1939-05-14
285552,Male,Douglas Michel,SLOCAN,BC,British Columbia,V0G 2C0,Canada,North America,1957-12-15
285706,Male,Carroll Becker,DELHI,ON,Ontario,N4B 2K6,Canada,North America,1967-01-04
285730,Female,Sharon Vann,QUEBEC,QC,Quebec,S4P 3Y2,Canada,North America,1949-01-10
285844,Male,Edward Kerr,LANGLEY,BC,British Columbia,V3A 4P6,Canada,North America,1955-03-26
285999,Female,Geraldine Johnson,KELOWNA,BC,British Columbia,V1Y 8H2,Canada,North America,1938-08-15
286075,Male,Ernest Sommer,VERMILION,AB,Alberta,T0B 4M0,Canada,North America,1967-05-15
286077,Male,Joe Bradshaw,CALGARY,AB,Alberta,T2J 0N5,Canada,North America,1996-07-23
286234,Female,Lena Gillette,BROOKLAND,NS,Nova Scotia,B0K 1P0,Canada,North America,1980-11-10
286350,Female,Kathleen Stoneking,OTTAWA,ON,Ontario,K1P 5M7,Canada,North America,1982-09-07
286542,Female,Elizabeth Williams,BREDENBURY,SK,Saskatchewan,S4P 3Y2,Canada,North America,1995-03-10
286855,Male,Scott Parks,CALGARY,AB,Alberta,T2P 4L4,Canada,North America,1952-06-27
286857,Female,Phyllis Chill,TORONTO,ON,Ontario,M3B 2W6,Canada,North America,1982-12-29
286879,Male,Albert Fitzpatrick,OTTAWA,ON,Ontario,K1H 7Z1,Canada,North America,1978-02-26
286900,Female,Joslyn Dubuque,ANEROID,SK,Saskatchewan,S4P 3Y2,Canada,North America,1974-02-01
287047,Female,Evelyn Blue,LONG SAULT,ON,Ontario,K0L 1P0,Canada,North America,1978-08-27
287707,Female,Kimberly Holtz,MONTREAL,QC,Quebec,H3B 2M3,Canada,North America,1936-09-27
287877,Male,Clifford Terrones,HILLSBURGH,ON,Ontario,N0B 1Z0,Canada,North America,1990-06-29
287889,Female,Kay Gibson,BURLINGTON,ON,Ontario,L7R 2G6,Canada,North America,1982-09-27
288287,Male,Henry James,CHICOUTIMI,QC,Quebec,G7H 4N3,Canada,North America,1968-11-17
288302,Male,Dwayne Rogers,MALTON,ON,Ontario,L4T 1A8,Canada,North America,1946-01-04
288497,Female,Melissa Graham,VEGREVILLE,AB,Alberta,T9C 1S1,Canada,North America,1953-08-12
288532,Male,Antony Depaz,ALDERGROVE,BC,British Columbia,V5W 3P7,Canada,North America,1948-11-21
288604,Male,Troy Christiansen,DECKER LAKE,BC,British Columbia,V0J 1E0,Canada,North America,1959-05-24
288614,Male,Tony Sun,WINNIPEG,MB,Manitoba,R3C 3N9,Canada,North America,1969-06-06
288667,Female,Sarah McCoy,THUNDER BAY,ON,Ontario,P7E 1J5,Canada,North America,1980-03-21
288828,Male,Albert Johnson,MINAKI,ON,Ontario,P0X 1J0,Canada,North America,1944-09-24
289230,Female,Rose Lemons,CHETWYND,BC,British Columbia,V0C 1J0,Canada,North America,1964-04-28
289281,Male,Eugene Burkholder,ROCHEBAUCOURT,QC,Quebec,J0Y 2J0,Canada,North America,1992-06-09
289312,Female,Susanna Whisler,ELK LAKE,ON,Ontario,P0J 1G0,Canada,North America,1980-05-23
289320,Male,Joe Salmon,NEWMARKET,ON,Ontario,L3Y 2A3,Canada,North America,1964-04-08
289547,Female,Aileen Jung,LANGLEY,BC,British Columbia,V3A 1Z3,Canada,North America,1964-09-24
289616,Female,Anna Miller,NEEPAWA,MB,Manitoba,R0J 1H0,Canada,North America,1968-06-03
289674,Male,Martin Fergerson,VANCOUVER,BC,British Columbia,V6B 5A1,Canada,North America,1936-03-20
289810,Female,Kelly Johnson,TORONTO,ON,Ontario,M5H 1P6,Canada,North America,1977-02-06
289990,Male,Richard Goines,CALGARY,AB,Alberta,T2P 1M6,Canada,North America,1966-07-20
290147,Female,Emma Yoder,WINDSOR,ON,Ontario,N9A 1H9,Canada,North America,1967-02-24
290166,Male,Nick Cannon,PETERBOROUGH,ON,Ontario,K9J 6Y1,Canada,North America,1980-05-05
290747,Female,Maria Entrekin,CALGARY,AB,Alberta,T2P 1M6,Canada,North America,1993-07-30
290812,Female,Suzanne Smith,CASTLEGAR,BC,British Columbia,V0G 2G0,Canada,North America,1988-04-16
290888,Male,Andrea Walker,HAMILTON,ON,Ontario,L8N 1E1,Canada,North America,1967-07-20
290918,Female,Stella Stanley,OAK RIDGES,ON,Ontario,L4E 2Z8,Canada,North America,1994-10-01
291149,Male,Harold Cooper,TORONTO,ON,Ontario,M4W 1J7,Canada,North America,1951-09-18
291316,Female,Daisy Driscoll,TORONTO,ON,Ontario,M4E 2V5,Canada,North America,1952-07-26
291325,Female,Mildred Crowley,TORONTO,ON,Ontario,M1L 3K7,Canada,North America,1957-08-12
291356,Male,Fred Soto,MONTREAL,QC,Quebec,H3C 5K4,Canada,North America,1972-07-19
